"","State","CMS.Certification.Number..CCN..","Provider.Name","Address","City","Zip","Phone","Type.of.Ownership","Offers.Nursing.Care.Services","Offers.Physical.Therapy.Services","Offers.Occupational.Therapy.Services","Offers.Speech.Pathology.Services","Offers.Medical.Social.Services","Offers.Home.Health.Aide.Services","Date.Certified","Quality.of.Patient.Care.Star.Rating","How.often.the.home.health.team.began.their.patients..care.in.a.timely.manner","How.often.the.home.health.team.taught.patients..or.their.family.caregivers..about.their.drugs","How.often.the.home.health.team.checked.patients..risk.of.falling","How.often.the.home.health.team.checked.patients.for.depression","How.often.the.home.health.team.determined.whether.patients.received.a.flu.shot.for.the.currnet.flu.season","How.often.the.home.health.team.made.sure.that.their.patients.have.received.a.pneumococcal.vaccine..pneumonia.shot..","With.diabetes..how.often.the.home.health.team.got.doctor.s.orders..gave.foot.care..and.taught.patients.about.foot.care","How.often.patients.got.better.at.walking.or.moving.around","How.often.patients.got.better.at.getting.in.and.out.of.bed","How.often.patients.got.better.at.bathing","How.often.patients..breathing.improved","How.often.patients..wounds.improved.or.healed.after.an.operation","How.often.patients.got.better.at.taking.their.drugs.correctly.by.mouth","How.often.home.health.patients.had.to.be.admitted.to.the.hospital","How.often.patients.receiving.home.health.care.needed.urgent..unplanned.care.in.the.ER.without.being.admitted","Changes.in.Skin.Integrity.Post.Acute.Care..Pressure.Ulcer.Injury","How.often.physician.recommended.actions.to.address.medication.issues.were.completely.timely","DTC.Numerator","DTC.Denominator","DTC.Observed.Rate","DTC.Risk.Standardized.Rate","DTC.Risk.Standardized.Rate..Lower.Limit.","DTC.Risk.Standardized.Rate..Upper.Limit.","DTC.Performance.Categorization","PPR.Numerator","PPR.Denominator","PPR.Observed.Rate","PPR.Risk.Standardized.Rate","PPR.Risk.Standardized.Rate..Lower.Limit.","PPR.Risk.Standardized.Rate..Upper.Limit.","PPR.Performance.Categorization","How.much.Medicare.spends.on.an.episode.of.care.at.this.agency..compared.to.Medicare.spending.across.all.agencies.nationally","No..of.episodes.to.calc.how.much.Medicare.spends.per.episode.of.care.at.agency..compared.to.spending.at.all.agencies..national."
"6458","TX","459479","PROMED HOME CARE","4615 SOUTHWEST FREEWAY SUITE 725","HOUSTON",77027,7136261644,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1999-10-21,"3.5",97.5,100,99.1,91.6,79.2,81.9,98.8,78.3,90.6,83.9,79.3,NA,73.8,14.2,13.7,0,99.4,56,"149.0","37.58","45.67","36.50","54.25","Worse Than National Rate","1.0","36.0","2.78","3.42","2.34","4.78","Same As National Rate","1.04",808
"6459","TX","459480","DENSON HOME HEALTH INC","201 FLINT RIDGE ROAD  SUITE #200","WEBSTER",77598,2819907000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-02-01,"2.0",93.3,99.4,100,98.4,65.1,73.7,97.3,71,68.8,77.2,67.9,76.7,68.5,24.4,13,0,97.1,85,"138.0","61.59","70.03","61.01","77.88","Worse Than National Rate","3.0","61.0","4.92","3.60","2.53","5.26","Same As National Rate","1.30",288
"6460","TX","459481","JORDAN HEALTH SERVICES","108 E FM 2410 STE A","HARKER HEIGHTS",76548,2545543500,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-02-10,"2.0",93.5,100,100,100,73.9,85.7,NA,58.1,61.1,74.7,30.2,NA,52.3,NA,NA,0,100,13,"20.0","65.00","73.47","52.61","88.06","Same As National Rate","","15.0","Not Available","Not Available","Not Available","Not Available","","0.96",139
"6461","TX","459482","HIGH PLAINS SENIOR CARE","1800 WASHINGTON SUITE 115 & 315","AMARILLO",79102,8063551899,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-02-09,"5.0",98.8,98.7,98.5,89.1,88,93.6,92.2,100,100,100,90.4,100,100,14.8,12.4,0,96.5,697,"1012.0","68.87","81.37","78.01","84.51","Same As National Rate","19.0","576.0","3.30","3.28","2.50","4.27","Same As National Rate","1.07",2879
"6462","TX","459483","NEW HOPE HOME HEALTH","3530 FOREST LANE  SUITE 275","DALLAS",75234,2146549446,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-02-29,"2.0",98.5,100,100,99.2,20.2,29.5,98.3,51.6,52.2,57,33.9,NA,61.4,8.4,5.4,0.3,89.3,37,"66.0","56.06","63.73","51.49","75.49","Worse Than National Rate","","16.0","Not Available","Not Available","Not Available","Not Available","","0.82",250
"6463","TX","459485","HOME CARE UNLIMITED OF EL PASO","1160 AIRWAY BOULEVARD SUITE B6","EL PASO",79925,9157571373,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-03-07,"2.0",93,97.8,99.4,98.8,61.8,74.5,88.9,71.3,79.5,69.5,41.2,90.9,65.4,17,13,0.05,99.3,287,"351.0","81.77","81.72","77.51","85.13","Same As National Rate","3.0","160.0","1.88","3.41","2.39","4.94","Same As National Rate","0.99",879
"6464","TX","459489","FRIENDS HEALTH CARE SERVICES INC","401 S KANSAS AVENUE SUITE D","WESLACO",78596,9568544424,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-05-30,"2.0",95.8,94.1,98.1,96.1,27.8,28.6,99.5,64.2,58.5,63.5,28.7,NA,52.9,10.4,3.9,0,68.2,73,"125.0","58.40","65.30","56.60","73.65","Worse Than National Rate","1.0","36.0","2.78","3.42","2.36","4.78","Same As National Rate","0.88",1340
"6465","TX","459490","ADVANTX HOME CARE INC","704 SAM RAYBURN FREEWAY S","SHERMAN",75090,9038138681,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-05-25,"4.0",99.5,100,100,99.5,90.7,95.5,98.8,80.1,74.1,83.9,81.1,NA,79.8,13,7.3,0,99.5,67,"113.0","59.29","65.71","57.20","74.66","Worse Than National Rate","0.0","69.0","0.00","3.22","2.28","4.57","Same As National Rate","1.06",456
"6466","TX","459495","BESTCARE HOME HEALTH INC","7215 A BAKER BLVD","RICHLAND HILLS",76118,8175959566,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-08-03,"2.5",84.6,99.5,99.4,99.5,91.1,92.8,96.1,66.2,68.5,78.1,56.7,95.4,57.7,9.4,13.4,0,99,84,"154.0","54.55","59.39","50.72","66.83","Worse Than National Rate","1.0","55.0","1.82","3.36","2.39","4.64","Same As National Rate","1.00",601
"6467","TX","459496","KINDRED AT HOME","3223 SOUTH LOOP 289 SUITE 325","LUBBOCK",79423,8067843838,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2000-08-03,"4.0",99.6,99.7,100,99.6,89.2,93.7,99.6,77.4,80.1,85.9,80.9,71.1,75.5,12.6,14.9,0.28,94.8,585,"734.0","79.70","85.75","82.68","88.72","Better Than National Rate","5.0","321.0","1.56","3.04","2.20","4.10","Same As National Rate","0.98",1428
"6468","UT","467001","COMMUNITY NURSING SERVICES","2830 SOUTH REDWOOD ROAD, SUITE A","WEST VALLEY CITY",84119,8019679207,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1966-07-01,"4.0",99.1,98.5,99.6,97.9,88.2,88.6,91.6,81,83.8,89.1,77.9,94.7,78,13.4,13,0.06,95.4,2060,"2412.0","85.41","88.48","87.08","90.03","Better Than National Rate","43.0","1954.0","2.20","2.96","2.35","3.59","Same As National Rate","0.98",3316
"6469","UT","467004","INTERMOUNTAIN HOMECARE OGDEN","3776 WALL AVENUE","OGDEN",84405,8013991400,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1966-07-01,"4.0",98,99,99.4,98.8,84.2,91.8,97,81.9,82.4,86.5,84.7,90.3,74.7,15.9,14.5,0.1,91.4,1138,"1342.0","84.80","86.41","84.54","88.60","Better Than National Rate","17.0","1075.0","1.58","2.79","2.08","3.60","Same As National Rate","0.95",1737
"6470","UT","467012","IRON COUNTY HOME HEALTH AGENCY","965 SOUTH MAIN STREET, SUITE 4","CEDAR CITY",84720,4355863939,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1969-01-01,"2.0",93.7,99.1,100,98.2,78.4,94.3,95.2,56.7,72,59.8,51.6,NA,54.8,14.3,15.1,0.37,96.3,116,"159.0","72.96","70.23","63.88","76.31","Worse Than National Rate","1.0","86.0","1.16","3.42","2.38","5.07","Same As National Rate","0.73",394
"6471","UT","467016","INTERMOUNTAIN HOMECARE HOME HEALTH MT PLEASANT","130 WEST MAIN STREET","MT PLEASANT",84647,4354623431,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1980-08-01,"4.0",99.4,98.9,99,92.4,76.4,87.3,91.6,86.8,84.1,86.6,85.6,88.7,79.7,18.2,12.9,0.24,96.7,646,"750.0","86.13","86.44","83.93","88.82","Better Than National Rate","16.0","619.0","2.58","3.60","2.72","4.85","Same As National Rate","0.96",967
"6472","UT","467024","INTERMOUNTAIN HOMECARE HOME HEALTH LOGAN","550 EAST 1400 NORTH, SUITE G","LOGAN",84341,4357165477,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1984-01-09,"3.5",97.8,95.2,98.7,99.3,83.6,89.4,92.2,81,80.1,83.1,82.5,90.1,71.1,14.6,15,0.23,89.4,445,"510.0","87.25","88.21","85.15","91.01","Better Than National Rate","12.0","405.0","2.96","3.66","2.71","4.93","Same As National Rate","0.90",632
"6473","UT","467025","APPLEGATE HOMECARE","1492 EAST RIDGELINE DRIVE, SUITE 1","OGDEN",84405,8013943250,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1984-02-27,"4.5",99.8,99.8,98.8,86.5,85.6,90.9,92,85.2,88.8,89.4,84.4,95.2,83.6,14.3,12.8,0,97.6,1077,"1224.0","87.99","90.56","88.52","92.35","Better Than National Rate","22.0","784.0","2.81","3.67","2.79","4.82","Same As National Rate","0.97",1686
"6474","UT","467030","INTERMOUNTAIN HOMECARE HOME HEALTH SALT LAKE","11520 SOUTH REDWOOD ROAD","SOUTH JORDAN",84095,3858876000,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1984-04-23,"3.5",97,98.6,98.9,98.3,83.9,90.8,88.6,81.4,81.2,85.6,84.1,88.5,76,13.8,14.1,0.17,94.6,2705,"3242.0","83.44","85.78","84.59","87.23","Better Than National Rate","66.0","2518.0","2.62","3.21","2.62","3.92","Same As National Rate","0.96",4496
"6475","UT","467033","INTERMOUNTAIN HOMECARE HOME HEALTH ST GEORGE","555 SOUTH BLUFF STREET, SUITE 100","ST GEORGE",84770,4352512367,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1984-10-12,"4.5",99.1,98.2,98,94.9,79.2,88.4,92.3,82.5,88,89.2,88.1,97.6,77.8,12.3,14,0.08,96.2,1300,"1520.0","85.53","86.98","85.31","88.88","Better Than National Rate","43.0","1185.0","3.63","4.10","3.23","5.04","Same As National Rate","0.95",1795
"6476","UT","467034","CENTRAL VALLEY HOME HEALTH","152 WEST 1500 NORTH","NEPHI",84648,4356233050,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1984-11-16,"3.5",97.5,99.5,100,99.5,82.6,84.2,91.8,78.8,80.2,87.2,59.5,95.4,82.5,15.4,11.6,0,98.5,239,"285.0","83.86","89.60","84.87","93.44","Better Than National Rate","9.0","243.0","3.70","3.55","2.57","4.84","Same As National Rate","0.95",430
"6477","UT","467035","GUNNISON VALLEY HOSPITAL HOME HEALTH","45 EAST 100 NORTH","GUNNISON",84634,4355283955,"Government - Combination Government & Voluntary","Yes","Yes","Yes","Yes","Yes","Yes",1984-10-30,"3.5",99,99.7,100,95.9,82.8,86.5,100,80.8,84.8,83.9,76.5,84.1,71.3,15.7,11.1,0.02,91.6,332,"372.0","89.25","86.59","83.19","89.35","Better Than National Rate","3.0","324.0","0.93","3.25","2.33","4.45","Same As National Rate","0.87",506
"6478","UT","467038","BEAVER VALLEY HOME HEALTH","1109 NORTH 100 WEST, SUITE 102","BEAVER",84713,4354385481,"Government - Local","Yes","Yes","Yes","Yes","Yes","Yes",1986-01-06,"2.0",93.8,97.9,100,97.9,71.4,78.3,86.4,53.7,52.7,81.3,49.5,NA,NA,16.7,11.1,0.19,87.5,72,"93.0","77.42","76.45","67.36","83.24","Same As National Rate","2.0","70.0","2.86","3.54","2.50","5.08","Same As National Rate","0.89",121
"6479","UT","467039","UINTAH BASIN HOME CARE SERVICES","187 WEST LAGOON STREET","ROOSEVELT",84066,4357222418,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1986-03-10,"3.5",100,100,100,100,90.1,93.9,100,76.3,82.5,79.3,85.5,94.5,75.5,15.2,18.1,0.53,98.4,237,"271.0","87.45","87.12","82.97","90.87","Better Than National Rate","7.0","238.0","2.94","3.59","2.55","4.96","Same As National Rate","0.88",324
"6480","UT","467055","ENCOMPASS HEALTH HOME HEALTH OF SOUTHERN UTAH","640 EAST 700 SOUTH, SUITE 303A","ST GEORGE",84770,4356349300,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1990-12-19,"4.0",95.2,98,99,98.7,70.5,73.5,88.7,80.1,87.4,88.1,86.9,96.9,78,12.8,13.5,0.19,97.6,696,"846.0","82.27","81.87","79.45","84.37","Better Than National Rate","5.0","395.0","1.27","3.20","2.32","4.48","Same As National Rate","1.08",1594
"6481","UT","467061","ROCKY MOUNTAIN HOME CARE","523 WEST HERITAGE PARK BOULEVARD, SUITE 3","LAYTON",84041,8013974697,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",1992-12-22,"4.0",99.4,99.6,100,99.7,85.7,91.7,94,79.4,83.4,84.5,83.7,93.1,77.1,15.7,15.1,0.14,98.8,1706,"1943.0","87.80","89.95","88.60","91.51","Better Than National Rate","34.0","1588.0","2.14","3.16","2.52","4.04","Same As National Rate","0.93",2444
"6482","UT","467071","FIRST CHOICE HOME HEALTH","5280 S COMMERCE DR, SUITE C-224","MURRAY",84107,8014344100,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1993-11-03,"3.5",95.3,95,100,98.1,81.2,88.9,96.5,81.7,81.6,84.3,72.8,93.3,77,12,12.3,0.1,92.5,340,"410.0","82.93","85.31","81.42","88.96","Better Than National Rate","6.0","250.0","2.40","3.37","2.44","4.63","Same As National Rate","0.93",793
"6483","UT","467075","HORIZON HOME HEALTH -SG","2069 NORTH MAIN STREET, SUITE 106","CEDAR CITY",84721,4358657481,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1993-12-21,"3.5",99.2,96.9,100,96.8,66.7,88.8,94.4,75,89.8,83,77.2,NA,62.4,13.7,19.4,0.47,81.7,128,"157.0","81.53","77.87","72.48","82.45","Same As National Rate","5.0","137.0","3.65","3.79","2.59","5.07","Same As National Rate","0.91",268
"6484","UT","467081","SOUTH DAVIS HOME HEALTH","401 SOUTH 400 EAST","BOUNTIFUL",84010,8012988983,"Non - Profit Other","Yes","Yes","Yes","Yes","Yes","Yes",1994-06-13,"3.5",96.4,100,100,99.7,91.3,95.7,95.7,72.5,81.2,82.5,77.5,100,81.8,15.1,9.3,0,100,251,"294.0","85.37","89.91","85.10","93.71","Better Than National Rate","8.0","235.0","3.40","3.65","2.58","4.95","Same As National Rate","0.95",476
"6485","UT","467095","HORIZON HOME HEALTH -  SALT LAKE","2835 EAST 3300 SOUTH","SALT LAKE CITY",84109,8014740000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1995-10-04,"3.5",97.9,99.3,99.3,97.6,92.9,97.4,92.4,78.5,76.2,82.7,79,96.6,70.9,11.7,14.3,0,97.5,107,"129.0","82.95","82.94","76.65","88.45","Same As National Rate","1.0","67.0","1.49","3.38","2.40","4.65","Same As National Rate","1.08",209
"6486","UT","467100","ENCOMPASS HEALTH HOME HEALTH","990 WEST BELLWOOD LANE","MURRAY",84123,8017475500,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-01-30,"4.0",98.1,98.5,99.6,99.2,88,90.5,96,79.4,83.6,84.3,83.9,94.9,76.8,12.5,14.1,0.05,98.3,1666,"2141.0","77.81","79.53","77.71","81.39","Same As National Rate","24.0","1141.0","2.10","3.16","2.41","4.05","Same As National Rate","1.05",5262
"6487","UT","467104","HARMONY HOME HEALTH","5650 SOUTH GREEN STREET","MURRAY",84123,8012810537,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-06-06,"4.5",100,97.4,100,100,97,96.3,97.4,84.2,84.3,89.9,82.8,90.7,88.9,17.4,8.4,0,99.5,379,"423.0","89.60","92.00","88.84","94.95","Better Than National Rate","4.0","266.0","1.50","3.10","2.22","4.30","Same As National Rate","1.11",708
"6488","UT","467106","HEALTH WATCH PROVO, INC","1485 EAST 840 NORTH","OREM",84097,8012250599,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-10-15,"3.5",96.7,99.3,100,100,96.2,97.1,100,77.5,86.7,82.2,74,85.9,59.6,11.4,10.9,0,94.3,412,"508.0","81.10","81.42","78.07","84.53","Same As National Rate","3.0","130.0","2.31","3.49","2.48","4.86","Same As National Rate","0.91",887
"6489","UT","467108","SUPERIOR HOME CARE","184 EAST 5900 SOUTH","MURRAY",84107,8012543200,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1996-12-09,"2.5",95.9,100,100,100,93.8,97.2,100,57.8,87.4,69.1,65,NA,38.9,13.9,8.6,0,86.3,67,"74.0","90.54","90.63","82.36","96.31","Better Than National Rate","1.0","37.0","2.70","3.46","2.42","4.77","Same As National Rate","0.78",120
"6490","UT","467110","SPECIALTY NURSING SERVICES, INC","620 SOUTH 9500 EAST","HUNTSVILLE",84317,8017322178,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",1997-02-18,"3.0",100,100,100,98.8,87.5,97.6,96.2,66.9,69.7,72.2,74.3,NA,58.4,15.8,10.9,0,98.7,39,"92.0","42.39","47.63","37.90","56.90","Worse Than National Rate","0.0","28.0","0.00","3.41","2.40","4.88","Same As National Rate","0.94",575
"6491","UT","467112","AT HOME HEALTH CARE","45 NORTH 100 WEST","SALINA",84654,4355293233,"Proprietary","Yes","Yes","Yes","No","Yes","Yes",1997-03-10,"5.0",99,100,100,100,92.1,91.8,100,93.8,100,100,93.1,NA,88.6,9.6,15.3,0.03,97,133,"160.0","83.12","84.32","77.94","89.54","Same As National Rate","0.0","90.0","0.00","3.26","2.23","4.68","Same As National Rate","0.81",220
"6492","UT","467121","SIGNATURE HEALTHCARE AT HOME - SLCHH","5965 SOUTH 900 EAST, SUITE 200","MURRAY",84121,8014632478,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-02-16,"3.5",99.2,100,100,95,88.6,94.6,95.8,78,78.3,85.4,73.4,NA,77,13.4,17.5,0,99.6,244,"289.0","84.43","88.56","84.23","92.60","Better Than National Rate","5.0","129.0","3.88","3.63","2.60","5.01","Same As National Rate","0.96",586
"6493","UT","467200","A-PLUS HOME CARE","1443 NORTH 1200 WEST","OREM",84057,8012250990,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2001-02-01,"4.0",97.1,98.8,100,100,90.1,94.4,99.1,82.1,89.5,89.9,76.7,NA,64,14.7,17.2,0,99.7,380,"436.0","87.16","88.56","85.25","91.38","Better Than National Rate","3.0","136.0","2.21","3.39","2.39","4.72","Same As National Rate","0.93",623
"6494","UT","467206","CAREGIVER SUPPORT NETWORK, INC","310 EAST 4500 SOUTH, SUITE 200","MURRAY",84107,8017472100,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2003-04-09,"4.5",99.2,95.6,99.5,79.8,88.6,88.7,88.4,86.3,85.5,94.5,87.7,NA,74.7,11.3,15,0,92.1,305,"344.0","88.66","92.11","88.26","95.27","Better Than National Rate","1.0","130.0","0.77","3.14","2.15","4.38","Same As National Rate","1.12",693
"6495","UT","467207","TOTAL KNEE AND HIP REHABILITATION","383 EAST 60 SOUTH","AMERICAN FORK",84003,8015766417,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2003-05-21,"3.0",94.8,99.3,100,97.8,84.2,89.4,100,76.2,79.6,78.8,58.8,93.3,75.1,12.2,8.9,0,91.5,344,"399.0","86.22","80.43","77.30","83.14","Same As National Rate","1.0","351.0","0.28","3.26","2.26","4.66","Same As National Rate","1.13",627
"6496","UT","467213","VALEO HOME HEALTHCARE SERVICES, LLC","1376 EAST 3300 SOUTH","SALT LAKE CITY",84106,8016390020,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-03-18,"3.5",100,100,100,99.6,78.9,93.5,99.4,77,79.5,84.1,77.3,82.1,75.7,12.7,13.8,0.14,99.3,657,"742.0","88.54","90.67","88.39","93.17","Better Than National Rate","11.0","422.0","2.61","3.45","2.54","4.69","Same As National Rate","0.89",1000
"6497","UT","467214","ONECARE HOME HEALTH","11576 SOUTH STATE STREET, SUITE 101B","DRAPER",84020,8015427384,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2004-04-22,"4.0",98.9,98.5,99.9,100,94,95,98.8,77.5,81.2,84.3,81.4,93.8,77.3,13.3,12.8,0.23,88.7,1633,"1775.0","92.00","89.20","88.00","90.38","Better Than National Rate","11.0","1047.0","1.05","2.93","2.16","3.88","Same As National Rate","0.96",2007
"6498","UT","467217","HEARTS FOR HOME HEALTH","677 QUALITY DRIVE, SUITE 201","AMERICAN FORK",84003,8017639746,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-04-20,"3.5",99.3,99.8,100,89.8,82.4,92.4,100,78.5,80.7,86.2,76.2,91.6,77.3,13.9,12.4,0,97.5,404,"482.0","83.82","83.54","80.16","86.75","Better Than National Rate","2.0","225.0","0.89","3.24","2.22","4.43","Same As National Rate","0.92",636
"6499","UT","467219","SIGNATURE HEALTHCARE AT HOME-NUTHH","74 WEST 100 NORTH","LOGAN",84321,8014757500,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-06-09,"3.0",92.6,100,100,100,85.1,87,97.3,70.4,84,75.1,78.2,99.4,62.3,10.1,13.1,0.1,97.5,264,"287.0","91.99","89.66","86.08","92.37","Better Than National Rate","3.0","219.0","1.37","3.33","2.32","4.68","Same As National Rate","0.89",404
"6500","UT","467220","ASPEN RIDGE HOME HEALTH","5323 SOUTH MURRAY BOULEVARD","MURRAY",84123,8017133248,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-06-21,"4.5",99.8,99.6,100,100,89.4,94.2,99.2,83.1,86.5,87.1,78,79.2,75.4,12.4,11.9,0.34,93.8,1397,"1506.0","92.76","94.85","93.59","96.38","Better Than National Rate","21.0","1282.0","1.64","3.03","2.31","3.96","Same As National Rate","0.97",1600
"6501","UT","467221","ENVISION HOME HEALTH","1345 WEST 1600 NORTH, SUITE 202","OREM",84057,8012257971,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-11-03,"5.0",96.7,99.6,100,99.9,93.3,96,99.3,89.3,88.5,95.1,86.2,93.3,96.2,11.7,15.2,0,98.2,1094,"1213.0","90.19","93.14","91.38","95.00","Better Than National Rate","8.0","330.0","2.42","3.27","2.34","4.44","Same As National Rate","0.91",1630
"6502","UT","467223","SUMMIT HOME HEALTH","5882 SOUTH 900 EAST, SUITE 101","MURRAY",84121,8015427150,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2005-12-30,"4.0",97.9,96.3,98.8,90.3,86.7,91.7,91.6,82,87.8,87.7,84.7,90.9,79.7,16.9,11.5,0.12,95.7,564,"659.0","85.58","84.07","81.75","86.45","Better Than National Rate","13.0","482.0","2.70","3.81","2.70","5.10","Same As National Rate","0.98",821
"6503","UT","467224","PINNACLE HOME HEALTH, INC","2040 EAST MURRAY HOLLADAY ROAD, SUITE 205","HOLLADAY",84117,8012740299,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2006-02-24,"4.5",99,99,100,100,97.5,98.6,NA,87.5,100,84.9,97.2,91.7,93.2,16.3,9.2,0.16,97.6,222,"231.0","96.10","83.41","80.84","85.04","Better Than National Rate","3.0","264.0","1.14","3.63","2.55","5.32","Same As National Rate","1.10",236
"6504","UT","467225","UTAH HOME HEALTH","1849 NORTH 1120 WEST","PROVO",84604,8013731400,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-06-21,"4.0",99.7,99.7,100,100,93.9,90.9,96.7,85.3,80.5,85.7,79.2,NA,78.4,14.2,9.8,0,98.9,169,"261.0","64.75","67.49","62.18","72.95","Worse Than National Rate","0.0","40.0","0.00","3.34","2.34","4.78","Same As National Rate","0.95",833
"6505","UT","467226","CANYON HOME CARE","450 SOUTH 900 EAST, SUITE 100","SALT LAKE CITY",84102,3852979500,"Non - Profit Private","Yes","Yes","Yes","Yes","Yes","Yes",2006-07-27,"4.0",98,98.2,99.6,98.6,96.2,85.1,97,88.1,81.5,87.9,80.2,93.6,82.8,13.2,13.2,0.06,95.5,1103,"1341.0","82.25","84.28","82.18","86.56","Better Than National Rate","16.0","1106.0","1.45","2.79","2.06","3.60","Same As National Rate","0.92",2317
"6506","UT","467227","PREMIER HOME HEALTH UTAH","3443 SOUTH STATE STREET, SUITE 9","S SALT LAKE",84115,8012511595,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-07-26,"4.5",92.9,100,100,100,85.2,83.3,NA,85.3,100,85.2,98.1,NA,NA,8.7,20.6,0.54,97.6,69,"86.0","80.23","78.56","70.38","85.27","Same As National Rate","2.0","82.0","2.44","3.52","2.51","4.80","Same As National Rate","1.05",116
"6507","UT","467228","INTEGRITY HOME HEALTH","64 SOUTH 100 WEST","BRIGHAM CITY",84302,4357239000,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2006-08-30,"2.5",96.2,99.5,100,99.5,86,91.9,98.3,77.3,79.5,69.8,78.7,NA,59.9,18.4,11.5,0.17,97.7,280,"323.0","86.69","89.29","85.69","92.83","Better Than National Rate","4.0","174.0","2.30","3.45","2.45","4.71","Same As National Rate","1.07",461
"6508","UT","467231","SYMBII HOME HEALTH","1385 WEST 2200 SOUTH, SUITE 201","WEST VALLEY CITY",84119,8014440221,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-01-12,"5.0",99.7,99.9,99.9,99.3,92.6,88.1,99.8,89,86.9,96.2,87.9,98.2,88.8,13,12.5,0.04,99.2,1113,"1301.0","85.55","89.29","87.44","91.36","Better Than National Rate","14.0","600.0","2.33","3.38","2.54","4.55","Same As National Rate","1.02",2216
"6509","UT","467232","LEGACY HEALTHCARE, INC","880 HERITAGE PARK BOULEVARD, SUITE 200","LAYTON",84041,8017719099,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-03-20,"5.0",100,99.6,100,99.6,94.2,95.1,97.8,89.8,94.6,91.2,85,NA,88.6,13.8,13.5,0.16,99.6,808,"949.0","85.14","87.61","85.26","90.01","Better Than National Rate","7.0","457.0","1.53","3.09","2.21","4.13","Same As National Rate","0.98",1263
"6510","UT","467233","BRIO HOME HEALTH","11762 SOUTH STATE STREET, SUITE # 350","DRAPER",84020,8016495566,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-03-08,"3.0",95.9,92.7,100,94,66.3,76.8,86.5,77.5,71.7,73.6,57.1,NA,73.5,7.4,7.3,0,96.6,138,"231.0","59.74","62.59","55.71","68.59","Worse Than National Rate","1.0","32.0","3.12","3.52","2.46","5.00","Same As National Rate","1.16",719
"6511","UT","467234","PRIMROSE HOME CARE","286 NORTH GATEWAY DRIVE, SUITE 101","PROVIDENCE",84332,4357871369,"Proprietary","Yes","Yes","Yes","Yes","Yes","Yes",2007-04-26,"2.0",100,100,97.2,100,3.3,5.3,NA,58.8,51,66.4,39.7,NA,63.9,NA,NA,0.05,97.4,48,"67.0","71.64","71.65","60.61","80.51","Same As National Rate","","15.0","Not Available","Not Available","Not Available","Not Available","","0.87",100
